# This file was exported by Greenbyte at 2022-02-01 13:16:19. Please see https://www.greenbyte.com for more information about Greenbyte.
#
# Turbine: Penmanshiel 01
# Turbine type: Senvion MM82 (Senvion MM82 kW)
# Time zone: UTC
# Time interval: 2016-01-01 00:00:00 - 2017-01-01 00:00:00 (366 days)
#
# Penmanshiel 01 Sum production: 2614804 kWh
#
Timestamp start,Timestamp end,Duration,Status,Code,Message,Comment,Service contract category,IEC category
2016-07-21 16:45:07,2016-07-21 16:45:54,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-21 16:45:07,2016-07-21 16:45:54,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-21 17:31:46,2016-07-21 17:32:33,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-21 17:31:46,2016-07-21 17:32:33,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-21 18:19:48,2016-07-21 18:20:35,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-21 18:19:48,2016-07-21 18:20:35,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-22 19:48:08,2016-07-22 19:48:56,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-22 19:48:08,2016-07-22 19:48:56,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-22 22:08:25,2016-07-22 22:09:12,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-22 22:08:25,2016-07-22 22:09:12,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-22 23:57:07,2016-07-22 23:57:54,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-22 23:57:07,2016-07-22 23:57:54,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-23 01:12:05,2016-07-23 01:12:52,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-23 01:12:05,2016-07-23 01:12:52,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-23 04:44:29,2016-07-23 04:45:16,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-23 04:44:29,2016-07-23 04:45:16,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-24 02:38:05,2016-07-24 02:38:53,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-24 02:38:05,2016-07-24 02:38:53,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-24 06:53:58,2016-07-24 06:54:46,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-24 06:53:58,2016-07-24 06:54:46,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-24 08:00:16,2016-07-24 08:01:03,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-24 08:00:16,2016-07-24 08:01:03,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-24 09:10:56,2016-07-24 09:11:43,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-24 09:10:56,2016-07-24 09:11:43,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-24 09:25:06,2016-07-24 09:25:54,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-24 09:25:06,2016-07-24 09:25:54,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-24 12:55:18,2016-07-24 12:56:06,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-24 12:55:18,2016-07-24 12:56:06,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-24 14:22:10,2016-07-24 14:22:57,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-24 14:22:10,2016-07-24 14:22:57,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-24 15:11:15,2016-07-24 15:12:03,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-24 15:11:15,2016-07-24 15:12:03,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-25 00:23:03,2016-07-25 00:23:50,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-25 00:23:03,2016-07-25 00:23:50,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-25 01:03:41,2016-07-25 01:04:28,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-25 01:03:41,2016-07-25 01:04:28,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-25 03:59:13,2016-07-25 04:00:00,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-25 03:59:13,2016-07-25 04:00:00,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-25 04:38:50,2016-07-25 04:39:37,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-25 04:38:50,2016-07-25 04:39:37,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-26 03:49:20,2016-07-26 03:50:07,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-26 03:49:20,2016-07-26 03:50:07,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-26 04:28:33,2016-07-26 04:29:20,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-26 04:28:33,2016-07-26 04:29:20,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-26 09:34:36,2016-07-26 10:48:24,01:13:48,Stop,20,Manual stop - on site,,Manual stop (service)  (9),Scheduled Maintenance
2016-07-26 09:35:25,2016-07-26 10:48:21,01:12:56,Informational,6410,Manual yaw,,Manual stop (service)  (9),Full Performance
2016-07-26 09:35:25,2016-07-26 10:48:21,01:12:56,Informational,6410,Manual yaw,,Manual stop (service)  (9),Full Performance
2016-07-26 10:48:24,2016-07-26 10:52:30,00:04:06,Informational,0,System OK,,System OK (32),Full Performance
2016-07-26 10:48:24,2016-07-26 10:52:30,00:04:06,Informational,0,System OK,,System OK (32),Full Performance
2016-07-26 10:52:30,2016-07-26 11:07:21,00:14:51,Warning,9000,P output externally reduced,,Warnings (27),Partial Performance
2016-07-26 10:52:30,2016-07-26 11:07:21,00:14:51,Warning,9000,P output externally reduced,,Warnings (27),Partial Performance
2016-07-26 11:07:10,2016-07-26 11:10:32,00:03:22,Stop,9210,Externally stopped,,External stop (grid) (4),Forced outage
2016-07-26 11:10:32,2016-07-26 11:14:39,00:04:07,Informational,0,System OK,,System OK (32),Full Performance
2016-07-26 11:10:32,2016-07-26 11:14:39,00:04:07,Informational,0,System OK,,System OK (32),Full Performance
2016-07-26 11:14:39,2016-07-27 09:43:40,22:29:01,Warning,9000,P output externally reduced,,Warnings (27),Partial Performance
2016-07-26 11:14:39,2016-07-27 09:43:40,22:29:01,Warning,9000,P output externally reduced,,Warnings (27),Partial Performance
2016-07-26 13:54:04,2016-07-26 13:54:52,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-26 13:54:04,2016-07-26 13:54:52,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-26 20:08:19,2016-07-26 20:09:06,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-26 20:08:19,2016-07-26 20:09:06,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-27 09:09:44,2016-07-27 11:44:22,02:34:38,Stop,20,Manual stop - on site,,Manual stop (service)  (9),Scheduled Maintenance
2016-07-27 09:10:46,2016-07-27 11:44:18,02:33:32,Informational,6410,Manual yaw,,Manual stop (service)  (9),Full Performance
2016-07-27 09:10:46,2016-07-27 11:44:18,02:33:32,Informational,6410,Manual yaw,,Manual stop (service)  (9),Full Performance
2016-07-27 10:44:44,2016-07-27 11:25:12,00:40:28,Warning,2125,Timeout brake closed,,Warnings (27),
2016-07-27 10:44:44,2016-07-27 11:25:12,00:40:28,Warning,2125,Timeout brake closed,,Warnings (27),
2016-07-27 11:06:44,2016-07-27 11:13:35,00:06:51,Warning,716,Battery charge cycle axis 1 error,,Warnings (27),
2016-07-27 11:06:44,2016-07-27 11:13:35,00:06:51,Warning,717,Battery charge cycle axis 2 error,,Warnings (27),
2016-07-27 11:06:44,2016-07-27 11:13:35,00:06:51,Warning,718,Battery charge cycle axis 3 error,,Warnings (27),
2016-07-27 11:06:44,2016-07-27 11:13:35,00:06:51,Warning,716,Battery charge cycle axis 1 error,,Warnings (27),
2016-07-27 11:06:44,2016-07-27 11:13:35,00:06:51,Warning,717,Battery charge cycle axis 2 error,,Warnings (27),
2016-07-27 11:06:44,2016-07-27 11:13:35,00:06:51,Warning,718,Battery charge cycle axis 3 error,,Warnings (27),
2016-07-27 11:44:22,2016-07-27 11:47:50,00:03:28,Informational,0,System OK,,System OK (32),Full Performance
2016-07-27 11:44:22,2016-07-27 11:47:50,00:03:28,Informational,0,System OK,,System OK (32),Full Performance
2016-07-27 11:47:50,2016-07-27 11:49:56,00:02:06,Stop,710,Battery test,,Operating states  (28),Technical Standby
2016-07-27 11:47:54,2016-07-27 11:54:04,00:06:10,Warning,785,Error brake resistor CHP,,Warnings (27),Full Performance
2016-07-27 11:47:54,2016-07-27 11:54:04,00:06:10,Warning,785,Error brake resistor CHP,,Warnings (27),Full Performance
2016-07-27 11:54:04,2016-07-27 11:54:34,00:00:30,Informational,0,System OK,,System OK (32),Full Performance
2016-07-27 11:54:04,2016-07-27 11:54:34,00:00:30,Informational,0,System OK,,System OK (32),Full Performance
2016-07-27 11:54:34,2016-08-09 15:19:50,315:25:16,Warning,9000,P output externally reduced,,Warnings (27),Partial Performance
2016-07-27 11:54:34,2016-08-09 15:19:50,315:25:16,Warning,9000,P output externally reduced,,Warnings (27),Partial Performance
2016-07-27 23:12:35,2016-07-27 23:13:23,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-27 23:12:35,2016-07-27 23:13:23,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-27 23:34:53,2016-07-27 23:35:40,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-27 23:34:53,2016-07-27 23:35:40,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-28 00:02:55,2016-07-28 00:03:43,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-28 00:02:55,2016-07-28 00:03:43,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-28 02:10:06,2016-07-28 02:10:54,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-28 02:10:06,2016-07-28 02:10:54,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-28 02:55:06,2016-07-28 02:55:54,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-28 02:55:06,2016-07-28 02:55:54,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-28 05:01:20,2016-07-28 05:02:07,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-28 05:01:20,2016-07-28 05:02:07,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-28 06:44:46,2016-07-28 06:45:34,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-28 06:44:46,2016-07-28 06:45:34,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-28 07:08:57,2016-07-28 07:09:45,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-28 07:08:57,2016-07-28 07:09:45,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-28 08:56:43,2016-07-28 08:57:30,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-28 08:56:43,2016-07-28 08:57:30,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-28 12:22:53,2016-07-28 12:23:41,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-28 12:22:53,2016-07-28 12:23:41,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-28 16:35:21,2016-07-28 16:36:08,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-28 16:35:21,2016-07-28 16:36:08,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-28 17:32:54,2016-07-28 17:33:41,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-28 17:32:54,2016-07-28 17:33:41,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-28 18:26:29,2016-07-28 18:27:17,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-28 18:26:29,2016-07-28 18:27:17,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-28 21:08:11,2016-07-28 21:08:59,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-28 21:08:11,2016-07-28 21:08:59,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-29 07:44:22,2016-07-29 07:45:09,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-29 07:44:22,2016-07-29 07:45:09,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-29 12:15:58,2016-07-29 12:16:45,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-29 12:15:58,2016-07-29 12:16:45,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-29 12:30:21,2016-07-29 12:31:09,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-29 12:30:21,2016-07-29 12:31:09,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-29 15:38:50,2016-07-29 15:41:08,00:02:18,Informational,65,Absence of wind during run-up,,Operating states  (28),Out of Environmental Specification
2016-07-29 15:38:50,2016-07-29 15:41:08,00:02:18,Informational,65,Absence of wind during run-up,,Operating states  (28),Out of Environmental Specification
2016-07-29 21:08:47,2016-07-29 21:09:35,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-29 21:08:47,2016-07-29 21:09:35,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-29 22:29:06,2016-07-29 22:29:53,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-29 22:29:06,2016-07-29 22:29:53,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-29 22:58:02,2016-07-29 22:58:50,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-29 22:58:02,2016-07-29 22:58:50,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-30 03:57:01,2016-07-30 03:57:48,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-30 03:57:01,2016-07-30 03:57:48,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-30 05:33:56,2016-07-30 05:34:44,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-30 05:33:56,2016-07-30 05:34:44,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-30 15:00:51,2016-07-30 15:01:38,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-30 15:00:51,2016-07-30 15:01:38,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-30 15:37:10,2016-07-30 15:37:57,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-30 15:37:10,2016-07-30 15:37:57,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-30 15:53:33,2016-07-30 15:54:21,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-30 15:53:33,2016-07-30 15:54:21,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-30 16:11:47,2016-07-30 16:23:41,00:11:54,Stop,6200,Cable autounwind,,Operating states  (28),Technical Standby
2016-07-30 16:58:32,2016-07-30 16:59:20,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-30 16:58:32,2016-07-30 16:59:20,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-30 17:13:49,2016-07-30 17:14:36,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-30 17:13:49,2016-07-30 17:14:36,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-31 03:36:45,2016-07-31 03:37:33,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-07-31 03:36:45,2016-07-31 03:37:33,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-01 09:08:57,2016-08-01 09:09:45,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-01 09:08:57,2016-08-01 09:09:45,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-01 09:38:30,2016-08-01 09:39:17,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-01 09:38:30,2016-08-01 09:39:17,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-01 09:51:42,2016-08-01 09:52:29,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-01 09:51:42,2016-08-01 09:52:29,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-01 10:15:02,2016-08-01 10:15:49,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-01 10:15:02,2016-08-01 10:15:49,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-01 10:26:00,2016-08-01 10:26:48,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-01 10:26:00,2016-08-01 10:26:48,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-01 10:38:55,2016-08-01 10:39:43,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-01 10:38:55,2016-08-01 10:39:43,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-01 11:13:50,2016-08-01 11:14:37,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-01 11:13:50,2016-08-01 11:14:37,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-01 11:48:56,2016-08-01 11:49:43,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-01 11:48:56,2016-08-01 11:49:43,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-01 13:43:29,2016-08-01 13:44:17,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-01 13:43:29,2016-08-01 13:44:17,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-01 14:12:39,2016-08-01 14:13:27,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-01 14:12:39,2016-08-01 14:13:27,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-01 15:09:20,2016-08-01 15:10:07,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-01 15:09:20,2016-08-01 15:10:07,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-01 15:44:37,2016-08-01 15:45:24,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-01 15:44:37,2016-08-01 15:45:24,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-01 16:48:05,2016-08-01 16:48:52,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-01 16:48:05,2016-08-01 16:48:52,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-01 17:24:09,2016-08-01 17:24:57,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-01 17:24:09,2016-08-01 17:24:57,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-01 17:52:20,2016-08-01 17:53:08,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-01 17:52:20,2016-08-01 17:53:08,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-01 19:35:52,2016-08-01 19:36:40,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-01 19:35:52,2016-08-01 19:36:40,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-01 20:24:10,2016-08-01 20:24:57,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-01 20:24:10,2016-08-01 20:24:57,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-01 21:01:01,2016-08-01 21:01:48,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-01 21:01:01,2016-08-01 21:01:48,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-02 03:14:56,2016-08-02 03:15:43,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-02 03:14:56,2016-08-02 03:15:43,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-02 03:28:40,2016-08-02 03:29:27,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-02 03:28:40,2016-08-02 03:29:27,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-02 05:46:58,2016-08-02 05:47:45,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-02 05:46:58,2016-08-02 05:47:45,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-02 06:19:57,2016-08-02 06:20:44,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-02 06:19:57,2016-08-02 06:20:44,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-02 06:56:02,2016-08-02 06:56:50,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-02 06:56:02,2016-08-02 06:56:50,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-02 07:48:12,2016-08-02 07:48:59,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-02 07:48:12,2016-08-02 07:48:59,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-02 08:00:51,2016-08-02 08:01:39,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-02 08:00:51,2016-08-02 08:01:39,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-02 08:32:34,2016-08-02 08:33:21,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-02 08:32:34,2016-08-02 08:33:21,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-02 08:52:44,2016-08-02 08:53:31,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-02 08:52:44,2016-08-02 08:53:31,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-03 02:41:47,2016-08-03 02:42:34,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-03 02:41:47,2016-08-03 02:42:34,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-08-04 06:04:30,2016-08-04 06:06:47,00:02:17,Stop,710,Battery test,,Operating states  (28),Technical Standby
